customer_id,month,name,age,occupation,annual_income,num_bank_accounts,num_of_loans,type_of_loans,delay_from_due_date,num_of_delayed_payments,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,credit_score
CUS_0x9a51,August,Andyd,55,Developer,32910.92,1,1,Credit-Builder Loan,9,7.0,4,6.0,Good,1028.67,30.32,25 Years and 3 Months,NM,25.59,390.27,Low_spent_Small_value_payments,163.7,Good
CUS_0x2238,July,Pete Sweeneym,24,Teacher,39704.19,5,4,"Mortgage Loan, Student Loan, Home Equity Loan, and Auto Loan",6,8.0,8,3.0,Good,1421.92,30.11,20 Years and 2 Months,No,124.26,83.08,High_spent_Large_value_payments,362.23,Good
CUS_0x2238,August,Pete Sweeneym,24,Teacher,39704.19,5,4,"Mortgage Loan, Student Loan, Home Equity Loan, and Auto Loan",3,13.0,8,3.0,Good,1421.92,31.75,20 Years and 3 Months,No,124.26,385.26,Low_spent_Small_value_payments,110.05,Good
CUS_0xb006,August,Jonesz,46,Media_Manager,132606.69,1654,1,Credit-Builder Loan,13,12.0,6,4.0,Good,1063.76,24.55,33 Years and 6 Months,No,66841.0,1227.49,Low_spent_Small_value_payments,112.76,Good
CUS_0x2714,August,Tom Halsr,16,Journalist,30668.9,4,4,"Home Equity Loan, Payday Loan, Payday Loan, and Personal Loan",13,23.0,15,9.0,Standard,2300.97,34.87,8 Years and 6 Months,Yes,60.23,78.72,High_spent_Medium_value_payments,364.13,Poor
CUS_0x84b8,August,Georgiopoulosb,19,Teacher,16500.96,3,1,Not Specified,6,8.0,8,2.0,Good,185.16,25.33,25 Years and 2 Months,NM,6.96,167.68,Low_spent_Small_value_payments,268.17,Poor
CUS_0x3ec8,July,Jennifer Clarkv,38,Media_Manager,62046.96,6,2,"Mortgage Loan, and Mortgage Loan",10,8.0,15,6.0,Standard,1289.69,32.84,19 Years and 5 Months,Yes,94.58,456.99,Low_spent_Small_value_payments,248.79,Standard
CUS_0x3ec8,August,Jennifer Clarkv,38,Media_Manager,62046.96,6,2,"Mortgage Loan, and Mortgage Loan",6,8.0,15,6.0,Standard,1289.69,33.32,19 Years and 6 Months,Yes,94.58,10000.0,High_spent_Large_value_payments,589.55,Standard
CUS_0xb091,July,Saulw,56,Mechanic,39327.92,1,1,Not Specified,16,6.0,1,3.0,Good,127.29,34.1,31 Years and 4 Months,No,19.81,55.13,High_spent_Large_value_payments,488.39,Poor
CUS_0x6428,July,Nigelf,36,Musician,69942.5,3,1,Mortgage Loan,28,8.0,4,1.0,Standard,10.29,27.9,17 Years and 7 Months,NM,53.82,51.92,High_spent_Large_value_payments,735.81,Standard
CUS_0x9216,July,Aubin Davidw,41,Developer,14304.01,4,2,"Auto Loan, and Payday Loan",8,7.0,11,0.0,Good,736.76,38.2,33 Years and 5 Months,No,14.97,133.38,Low_spent_Small_value_payments,281.05,Standard
CUS_0x9216,August,Aubin Davidw,41,Developer,14304.01,4,2,"Auto Loan, and Payday Loan",8,7.0,11,1429.0,Good,736.76,38.24,33 Years and 6 Months,No,14.97,112.23,Low_spent_Small_value_payments,302.19,Standard
CUS_0xb00e,August,Silvia Ognibenea,39,Musician,14544.03,6,3,"Debt Consolidation Loan, Auto Loan, and Not Specified",27,9.0,8,4.0,Standard,2447.38,26.56,16 Years and 0 Months,Yes,27.41,140.28,Low_spent_Small_value_payments,253.71,Good
CUS_0x788a,July,Lasha,53,Teacher,36564.35,4,1,Mortgage Loan,20,15.0,2,3.0,Standard,108.46,33.95,19 Years and 10 Months,No,15.46,333.31,Low_spent_Small_value_payments,270.63,Poor
CUS_0x788a,August,Lasha,53,Teacher,36564.35,4,1,Mortgage Loan,20,12.0,2,3.0,Standard,108.46,30.81,19 Years and 11 Months,No,15.46,194.97,Low_spent_Medium_value_payments,398.98,Poor
CUS_0x1f88,July,Lewis Krauskopfo,43,Manager,30617.5,9,6,"Student Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, and Not Specified",53,19.0,12,16.0,Standard,2058.93,37.56,14 Years and 4 Months,Yes,108.93,204.33,Low_spent_Medium_value_payments,201.58,Standard
CUS_0x1f88,August,Lewis Krauskopfo,43,Manager,30617.5,9,6,"Student Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, and Not Specified",56,19.0,9,16.0,Standard,2058.93,32.08,14 Years and 5 Months,NM,108.93,19.89,High_spent_Large_value_payments,346.02,Standard
CUS_0x5386,July,Shalal-Esak,17,Teacher,9149.5,10,6,"Auto Loan, Personal Loan, Not Specified, Mortgage Loan, Mortgage Loan, and Debt Consolidation Loan",21,16.0,3,13.0,Bad,1457.21,23.22,8 Years and 9 Months,Yes,45.24,59.14,Low_spent_Small_value_payments,269.16,Poor
CUS_0x5386,August,Shalal-Esak,17,Teacher,9149.5,10,6,"Auto Loan, Personal Loan, Not Specified, Mortgage Loan, Mortgage Loan, and Debt Consolidation Loan",23,19.0,3,13.0,Bad,1457.21,31.9,8 Years and 10 Months,Yes,45.24,46.39,Low_spent_Medium_value_payments,271.91,Standard
CUS_0x1b7e,July,Siddharth Cavalek,37,Writer,9477.76,6,8,"Not Specified, Credit-Builder Loan, Mortgage Loan, Not Specified, Mortgage Loan, Not Specified, Auto Loan, and Debt Consolidation Loan",30,13.0,23,13.0,Bad,3325.3,36.83,6 Years and 4 Months,Yes,37.3,119.27,Low_spent_Small_value_payments,224.62,Poor
CUS_0xa897,August,ewichp,54,Accountant,87017.92,2,2,"Home Equity Loan, and Debt Consolidation Loan",0,9.0,11,6.0,Good,64.67,33.46,20 Years and 8 Months,No,107.89,276.09,High_spent_Medium_value_payments,605.77,Poor
CUS_0xc049,July,Lucia Mutikaniu,28,Media_Manager,22418.63,5,2,"Home Equity Loan, and Mortgage Loan",4,662.0,1,3.0,Good,452.91,40.65,22 Years and 4 Months,No,25.05,90.41,High_spent_Medium_value_payments,348.16,Good
CUS_0x219a,July,Phil Wahbav,25,Engineer,17868.11,9,7,"Mortgage Loan, Debt Consolidation Loan, Student Loan, Auto Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",25,21.0,2,13.0,Bad,2443.14,31.44,8 Years and 11 Months,Yes,63.87,10000.0,Low_spent_Small_value_payments,238.8,Standard
CUS_0x87db,August,Hop,19,Lawyer,16279.72,4,2,"Student Loan, and Not Specified",15,1.0,9,8.0,Good,501.96,25.57,27 Years and 9 Months,No,26.79,200.83,Low_spent_Small_value_payments,227.14,Standard
CUS_0x971f,July,Ryan Vlastelicab,44,Mechanic,55128.27,7,8,"Not Specified, Auto Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Home Equity Loan",21,18.0,16,8.0,Bad,2694.82,23.47,5 Years and 7 Months,Yes,328.32,105.8,High_spent_Medium_value_payments,301.28,Poor
CUS_0x316e,August,Yoko Kubotaw,34,Engineer,79504.56,7,7,"Personal Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",17,16.0,10,12.0,Bad,2512.59,28.36,8 Years and 6 Months,Yes,269.44,97.14,High_spent_Large_value_payments,527.67,Poor
CUS_0x3263,July,Annar,36,Manager,132643.71,0,1,Debt Consolidation Loan,7,10.0,10,4.0,Good,1439.7,37.88,20 Years and 7 Months,No,58.63,478.01,Low_spent_Medium_value_payments,846.23,Standard
CUS_0x3263,August,Annar,36,Manager,132643.71,0,1,Debt Consolidation Loan,7,8.0,10,7.0,Good,1439.7,34.04,20 Years and 8 Months,No,58.63,80.98,High_spent_Large_value_payments,1203.26,Standard
CUS_0x511f,July,N.s,38,Entrepreneur,89446.38,4,3,"Personal Loan, Credit-Builder Loan, and Student Loan",11,5.0,11,7.0,Good,123.7,30.44,33 Years and 3 Months,No,198.47,101.27,High_spent_Medium_value_payments,678.15,Standard
CUS_0x511f,August,N.s,38,Entrepreneur,89446.38,4,3,"Personal Loan, Credit-Builder Loan, and Student Loan",11,5.0,11,7.0,Good,123.7,32.95,33 Years and 4 Months,No,198.47,88.31,High_spent_Large_value_payments,681.1,Standard
CUS_0x60c0,July,Maryw,33,Mechanic,19741.36,4,6,"Debt Consolidation Loan, Auto Loan, Personal Loan, Auto Loan, Student Loan, and Student Loan",14,8.0,11,10.0,Standard,1250.19,26.58,11 Years and 5 Months,NM,87.43,49.84,High_spent_Small_value_payments,277.04,Standard
CUS_0x60c0,August,Maryw,33,Mechanic,19741.36,4,6,"Debt Consolidation Loan, Auto Loan, Personal Loan, Auto Loan, Student Loan, and Student Loan",13,8.0,11,10.0,Standard,1250.19,33.74,11 Years and 6 Months,Yes,87.43,133.14,Low_spent_Large_value_payments,203.74,Standard
CUS_0x143a,July,Lynch Jonathans,33,Teacher,165798.2,2,1,Payday Loan,14,12.0,4,5.0,Good,1022.71,39.1,18 Years and 3 Months,No,117.18,678.25,Low_spent_Medium_value_payments,895.03,Standard
CUS_0x143a,August,Lynch Jonathans,33,Teacher,165798.2,2,1,Payday Loan,14,12.0,3,5.0,Good,1022.71,48.2,18 Years and 4 Months,No,117.18,293.62,High_spent_Medium_value_payments,1249.65,Standard
CUS_0x6ec8,July,Julien Toyerk,40,Mechanic,32283.52,1,4,"Not Specified, Mortgage Loan, Debt Consolidation Loan, and Payday Loan",6,11.0,0,3.0,Good,557.8,29.82,30 Years and 4 Months,No,60.4,80.26,Low_spent_Medium_value_payments,423.37,Standard
CUS_0x8e8a,July,Abrahamianz,36,Musician,21863.8,7,2,"Payday Loan, and Personal Loan",10,13.0,10,2.0,Standard,1377.13,34.93,30 Years and 5 Months,Yes,26.05,99.71,High_spent_Small_value_payments,323.84,Good
CUS_0x8e8a,August,Abrahamianz,36,,21863.8,7,2,"Payday Loan, and Personal Loan",10,15.0,10,2.0,Standard,1377.13,31.9,30 Years and 6 Months,Yes,26.05,22.33,High_spent_Medium_value_payments,391.22,Good
CUS_0x6980,July,env,24,Doctor,20104809.0,10,7,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Debt Consolidation Loan, and Debt Consolidation Loan",50,23.0,4,6.0,Bad,1735.78,25.22,7 Years and 2 Months,Yes,155.41,136.58,High_spent_Small_value_payments,280.99,Poor
CUS_0x6980,August,env,24,Doctor,41037.94,10,7,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Debt Consolidation Loan, and Debt Consolidation Loan",50,25.0,8,6.0,Bad,1735.78,27.91,7 Years and 3 Months,Yes,155.41,36.52,High_spent_Large_value_payments,361.06,Poor
CUS_0xac18,July,Charlier,26,Architect,24497.42,4,1,Credit-Builder Loan,8,17.0,15,8.0,Standard,946.84,28.38,16 Years and 10 Months,Yes,15.45,75.24,Low_spent_Medium_value_payments,373.36,Standard
CUS_0xac18,August,Charlier,26,Architect,24497.42,4,1,Credit-Builder Loan,6,15.0,15,8.0,Standard,946.84,24.1,16 Years and 11 Months,Yes,15.45,40.56,High_spent_Medium_value_payments,378.03,Standard
CUS_0xb460,July,David Henryj,29,Doctor,30063.42,10,4,"Student Loan, Personal Loan, Not Specified, and Personal Loan",50,12.0,16,11.0,Standard,2627.81,32.09,14 Years and 8 Months,Yes,86.63,96.09,High_spent_Small_value_payments,328.21,Poor
CUS_0xb460,August,David Henryj,29,Doctor,30063.42,10,4,"Student Loan, Personal Loan, Not Specified, and Personal Loan",53,12.0,16,11.0,Standard,2627.81,39.62,14 Years and 9 Months,Yes,86.63,10000.0,High_spent_Medium_value_payments,356.02,Standard
CUS_0x8c9e,July,Fang Yanp,40,Musician,29367.88,4,659,"Payday Loan, and Payday Loan",23,8.0,16,4.0,Standard,1392.93,27.15,19 Years and 2 Months,Yes,179.81,48.0,High_spent_Medium_value_payments,402.29,Standard
CUS_0x8c9e,August,Fang Yanp,40,,29367.88,4,659,"Payday Loan, and Payday Loan",23,8.0,17,4.0,Standard,1392.93,31.35,19 Years and 3 Months,Yes,55092.0,50.21,High_spent_Medium_value_payments,400.07,Standard
CUS_0x2d1c,July,Bohany,17,Accountant,7596.06,6,4,"Debt Consolidation Loan, Student Loan, Payday Loan, and Debt Consolidation Loan",26,18.0,16,7.0,Standard,1357.91,25.48,8 Years and 2 Months,Yes,17.44,46.87,High_spent_Small_value_payments,287.6,Standard
CUS_0x2823,August,Lefterisu,45,Musician,88165.8,4,1,Personal Loan,9,11.0,6,4.0,Good,326.6,35.19,24 Years and 10 Months,No,57.71,67.02,High_spent_Large_value_payments,842.38,Standard
CUS_0x85d,August,Forgionev,45,Architect,41771.02,6,7,"Home Equity Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Credit-Builder Loan",35,20.0,24,13.0,Bad,3524.73,26.67,8 Years and 9 Months,Yes,127.62,225.52,High_spent_Small_value_payments,236.26,Standard
CUS_0x4505,July,Ross Kerberb,56,Developer,20257.28,4,-100,Mortgage Loan,20,14.0,14,6.0,Standard,966.07,36.09,26 Years and 9 Months,Yes,58503.0,23.06,High_spent_Large_value_payments,397.77,Standard
CUS_0x9c3a,July,Ben Klaymanw,39,Lawyer,18221.96,3,3,"Student Loan, Debt Consolidation Loan, and Personal Loan",13,12.0,12,0.0,Standard,1218.29,29.42,19 Years and 1 Months,NM,25.72,161.54,Low_spent_Small_value_payments,227.49,Standard
CUS_0xb6d2,August,Munroel,27,Accountant,8927.89,9,5,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",17,17.0,5,17.0,Bad,4667.75,32.47,4 Years and 6 Months,Yes,30.61,18.06,Low_spent_Small_value_payments,287.52,Poor
CUS_0x6257,August,Katharinak,52,Accountant,143351.28,8,2,"Auto Loan, and Debt Consolidation Loan",11,18.0,8,4.0,Good,996.96,44.81,27 Years and 8 Months,No,225.73,118.5,High_spent_Large_value_payments,1097.27,Poor
CUS_0x4d64,August,Lefterist,-500,Entrepreneur,18170.08,3,3,"Credit-Builder Loan, Student Loan, and Not Specified",3,7.0,2,4.0,Good,836.95,33.43,20 Years and 0 Months,No,43.73,27.64,High_spent_Medium_value_payments,357.15,Good
CUS_0x748e,August,Maloner,26,Doctor,10120.28,6,5,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Payday Loan, and Credit-Builder Loan",20,20.0,9,12.0,Bad,1616.5,34.64,16 Years and 6 Months,Yes,21.9,19.19,High_spent_Small_value_payments,283.44,Poor
CUS_0x9381,July,Wohlo,34,Engineer,32296.78,7,7,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",32,15.0,11,12.0,Standard,2156.15,40.12,13 Years and 8 Months,Yes,118.44,199.8,Low_spent_Small_value_payments,237.3,Poor
CUS_0x7225,August,Michelem,6873,Writer,21719.56,6,1,Mortgage Loan,12,15.0,15,9.0,Standard,717.44,27.85,29 Years and 2 Months,NM,9.25,206.85,Low_spent_Small_value_payments,260.8,Standard
CUS_0x793f,July,Valentinay,43,Teacher,51182.85,6,7,"Home Equity Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan, Student Loan, Payday Loan, and Student Loan",15,24.0,24,6.0,Bad,4822.72,29.63,10 Years and 9 Months,Yes,268.2,289.94,Low_spent_Medium_value_payments,120.19,Standard
CUS_0x7c6a,August,Mollenkampl,22,,109472.91,3,3,"Student Loan, Mortgage Loan, and Not Specified",28,15.0,3,7.0,Standard,1338.46,34.46,22 Years and 11 Months,No,263.21,305.87,High_spent_Medium_value_payments,599.0,Standard
CUS_0x9f40,August,Jessica Dyek,868,Musician,60744.86,4,4,"Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, and Debt Consolidation Loan",9,11.0,3,3.0,Good,1437.95,35.69,26 Years and 3 Months,No,128.63,184.41,High_spent_Medium_value_payments,463.07,Standard
CUS_0x8b6c,July,Dougp,42,Journalist,17561.27,5,6,"Home Equity Loan, Personal Loan, Personal Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",29,18.0,14,10.0,Standard,2622.44,22.52,11 Years and 5 Months,Yes,83.41,154.13,Low_spent_Medium_value_payments,198.6,Standard
CUS_0x5872,July,Leah Schnurre,21,Musician,54025.95,6,4,"Mortgage Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",16,15.0,15,14.0,Standard,2331.61,29.05,20 Years and 2 Months,Yes,114.63,106.79,High_spent_Medium_value_payments,471.2,Poor
CUS_0x25c4,July,Zieminskia,40,Accountant,14717.28,5,3,"Student Loan, Home Equity Loan, and Home Equity Loan",9,9.0,5,3.0,Good,148.52,28.22,21 Years and 5 Months,No,58962.0,17.48,High_spent_Large_value_payments,298.38,Standard
CUS_0x3066,July,Chrish,36,Musician,102333.28,6,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",19,8.0,15,10.0,Standard,1052.65,40.91,17 Years and 7 Months,Yes,223.97,201.29,High_spent_Medium_value_payments,655.42,Good
CUS_0xa12,August,Rigbyy,38,Teacher,17172.14,5,3,"Mortgage Loan, Mortgage Loan, and Personal Loan",22,16.0,24,7.0,Standard,2334.98,25.36,10 Years and 3 Months,Yes,24.96,106.9,Low_spent_Small_value_payments,296.25,Poor
CUS_0x1a8d,July,Wohld,31,Mechanic,9970.16,7,8,"Payday Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Payday Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",30,25.0,19,10.0,Bad,2663.53,28.44,8 Years and 8 Months,Yes,46.99,53.44,Low_spent_Small_value_payments,257.14,Good
CUS_0x1a8d,August,Wohld,31,Mechanic,9970.16,7,8,"Payday Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Payday Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",36,25.0,19,10.0,Bad,2663.53,30.97,8 Years and 9 Months,Yes,46.99,46.28,Low_spent_Small_value_payments,264.31,Good
CUS_0x9f77,July,Brq,20,Developer,39448.67,1,1,Student Loan,4,3.0,10,4.0,Good,544.19,31.76,22 Years and 11 Months,No,22.76,191.75,High_spent_Small_value_payments,385.53,Standard
CUS_0x9f77,August,Brq,20,Developer,39448.67,1,1,Student Loan,4,3.0,10,8.0,Good,544.19,35.18,23 Years and 0 Months,No,22.76,262.81,Low_spent_Medium_value_payments,334.47,Standard
CUS_0xadf1,August,Dougm,15,Teacher,20756.69,8,7,"Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",56,24.0,27,13.0,Bad,4206.64,30.68,1 Years and 6 Months,Yes,62.39,86.09,Low_spent_Medium_value_payments,313.4,Poor
CUS_0x4ffd,July,Crawleyf,56,Architect,14231.0,3,4,"Home Equity Loan, Student Loan, Mortgage Loan, and Personal Loan",5,8.0,8,3.0,Good,626.64,32.75,33 Years and 2 Months,No,44.91,59.25,High_spent_Small_value_payments,294.03,Standard
CUS_0x4ffd,August,Crawleyf,56,Architect,14231.0,3,4,"Home Equity Loan, Student Loan, Mortgage Loan, and Personal Loan",7,8.0,7,3.0,Good,626.64,33.59,33 Years and 3 Months,No,44.91,185.16,Low_spent_Small_value_payments,198.12,Standard
CUS_0x7e50,July,Bend,49,Writer,170986.72,0,4,"Auto Loan, Personal Loan, Credit-Builder Loan, and Student Loan",5,0.0,1,3.0,Good,396.58,38.24,32 Years and 7 Months,No,460.2,784.46,Low_spent_Medium_value_payments,449.12,Good
CUS_0x2ea1,July,Masterq,47,Musician,77923.0,1,3,"Not Specified, Debt Consolidation Loan, and Auto Loan",13,7.0,9,1.0,Good,1101.45,34.56,19 Years and 8 Months,No,112.73,165.89,High_spent_Medium_value_payments,602.04,Standard
CUS_0x2ea1,August,Masterq,47,Musician,77923.0,1,3,"Not Specified, Debt Consolidation Loan, and Auto Loan",13,8.0,9,1.0,Good,1101.45,25.69,19 Years and 9 Months,No,112.73,497.98,Low_spent_Medium_value_payments,299.95,Standard
CUS_0x5ec,July,Noahi,43,Media_Manager,16054.06,8,3,"Payday Loan, Personal Loan, and Not Specified",23,13.0,12,9.0,Standard,2457.58,31.64,16 Years and 4 Months,Yes,25.83,104.35,Low_spent_Large_value_payments,281.51,Poor
CUS_0x817c,July,Emelia Sithole-Matarisek,22,Entrepreneur,18014.3,8,6,"Student Loan, Personal Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, and Personal Loan",57,15.0,3,9.0,Bad,2216.07,24.7,13 Years and 9 Months,Yes,58.81,199.97,Low_spent_Small_value_payments,204.64,Poor
CUS_0x817c,August,Emelia Sithole-Matarisek,22,Entrepreneur,18014.3,8,6,"Student Loan, Personal Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, and Personal Loan",58,15.0,3,9.0,Bad,2216.07,33.99,13 Years and 10 Months,Yes,58.81,86.51,Low_spent_Small_value_payments,318.1,Poor
CUS_0x1cd5,July,Davej,34,Developer,80182.28,4,1,Home Equity Loan,7,8.0,1,4.0,Standard,645.51,39.18,32 Years and 2 Months,No,36.04,201.85,High_spent_Medium_value_payments,680.6,Standard
CUS_0x1cd5,August,Davej,34,Developer,80182.28,4,1,Home Equity Loan,7,8.0,3,4.0,Standard,645.51,41.86,32 Years and 3 Months,No,36.04,171.18,High_spent_Medium_value_payments,711.27,Standard
CUS_0x2f97,July,Soham Chatterjees,19,Writer,140042.28,2,4,"Not Specified, Home Equity Loan, Student Loan, and Payday Loan",8,3.0,5,3.0,Good,1438.91,29.84,16 Years and 9 Months,No,256.59,193.92,High_spent_Medium_value_payments,939.4,Good
CUS_0x9df8,July,Matt Scuffhams,45,Manager,94330.83,3,6,"Not Specified, Mortgage Loan, Payday Loan, Auto Loan, Payday Loan, and Not Specified",11,14.0,15,7.0,Standard,185.98,33.8,18 Years and 2 Months,Yes,243.95,205.98,Low_spent_Large_value_payments,627.76,Standard
CUS_0x9df8,August,Matt Scuffhams,45,Manager,94330.83,3,6,"Not Specified, Mortgage Loan, Payday Loan, Auto Loan, Payday Loan, and Not Specified",9,14.0,18,7.0,Standard,185.98,30.24,18 Years and 3 Months,NM,60919.0,389.25,High_spent_Small_value_payments,434.49,Standard
CUS_0x1673,July,Annad,28,Doctor,16805.54,6,3,"Debt Consolidation Loan, Home Equity Loan, and Not Specified",16,21.0,16,9.0,Standard,438.74,37.79,27 Years and 1 Months,Yes,24.43,84.44,Low_spent_Medium_value_payments,316.27,Standard
CUS_0x1673,August,Annad,28,Doctor,16805.54,6,3,"Debt Consolidation Loan, Home Equity Loan, and Not Specified",18,16.0,16,9.0,Standard,438.74,24.87,27 Years and 2 Months,Yes,24.43,154.14,Low_spent_Small_value_payments,256.57,Standard
CUS_0x72f3,July,Nick Brownl,36,Media_Manager,95111.1,5,1,Mortgage Loan,1,2.0,11,0.0,Good,467.35,34.57,20 Years and 11 Months,No,75.39,680.09,Low_spent_Small_value_payments,307.02,Good
CUS_0x3f8b,July,Klaymanz,-500,Manager,19249.61,8,4,"Home Equity Loan, Auto Loan, Credit-Builder Loan, and Mortgage Loan",9,20.0,12,12.0,Standard,2600.77,22.74,7 Years and 1 Months,Yes,45.65,39.58,Low_spent_Large_value_payments,322.48,Poor
CUS_0xc2f5,August,asild,41,Engineer,71297.02,3,4,"Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Payday Loan",6,5.0,11,7.0,Good,383.01,30.45,31 Years and 2 Months,No,168.12,53.81,High_spent_Large_value_payments,620.91,Standard
CUS_0xae15,July,Taro Fuseu,44,Lawyer,30564.96,7,-100,Debt Consolidation Loan,10,8.0,-5,0.0,Standard,1142.05,31.32,24 Years and 2 Months,No,13.61,257.69,Low_spent_Small_value_payments,245.01,Standard
CUS_0x2eff,July,Oliviab,19,Doctor,36933.77,4,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",8,10.0,6,3.0,Good,185.39,35.63,19 Years and 9 Months,No,62.86,433.73,Low_spent_Small_value_payments,125.89,Poor
CUS_0x251e,July,Simon Meadsk,53,Media_Manager,32504.22,4,1,Debt Consolidation Loan,14,9.0,7,5.0,Good,315.39,30.26,26 Years and 5 Months,No,19.04,80.85,High_spent_Small_value_payments,424.48,Poor
CUS_0x251e,August,Simon Meadsk,53,Media_Manager,32504.22,4,1,Debt Consolidation Loan,15,9.0,7,5.0,Good,315.39,40.51,26 Years and 6 Months,No,19.04,51.46,High_spent_Medium_value_payments,443.87,Poor
CUS_0xa3ff,July,George Georgiopoulosh,19,Teacher,16888.4,6,1,Debt Consolidation Loan,29,14.0,11,0.0,Standard,724.57,40.53,25 Years and 9 Months,No,8.16,134.8,Low_spent_Medium_value_payments,293.47,Standard
CUS_0xa3ff,August,George Georgiopoulosh,19,Teacher,16888.4,6,1,Debt Consolidation Loan,29,14.0,11,0.0,Standard,724.57,37.26,25 Years and 10 Months,No,8.16,23.57,High_spent_Medium_value_payments,374.71,Standard
CUS_0xa95a,August,Lewis Krauskopft,37,,14061.55,7,8,"Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Student Loan",58,2278.0,5,13.0,Bad,4060.87,38.83,10 Years and 11 Months,Yes,56.87,77.87,Low_spent_Small_value_payments,292.44,Standard
CUS_0x7cac,July,Lauren Taral,30,Mechanic,36456.72,8,-100,"Personal Loan, and Payday Loan",48,9.0,10,10.0,Standard,1751.18,26.82,17 Years and 3 Months,Yes,51.65,313.22,Low_spent_Small_value_payments,241.44,Poor
CUS_0x7cac,August,Lauren Taral,30,Mechanic,36456.72,8,-100,"Personal Loan, and Payday Loan",43,8.0,10,10.0,Standard,1751.18,27.44,17 Years and 4 Months,Yes,51.65,81.75,High_spent_Large_value_payments,422.91,Poor
CUS_0x77de,July,Emmal,52,Scientist,24376.73,7,1,Mortgage Loan,24,7.0,5,6.0,Standard,1125.3,36.76,16 Years and 9 Months,Yes,18.31,148.58,Low_spent_Small_value_payments,315.76,Standard
CUS_0x77de,August,Emmal,52,Scientist,24376.73,7,1,Mortgage Loan,24,8.0,8,6.0,Standard,1125.3,33.35,16 Years and 10 Months,Yes,18.31,134.42,Low_spent_Large_value_payments,309.91,Standard
CUS_0x6714,August,Dayp,23,Musician,128503.64,0,3,"Debt Consolidation Loan, Auto Loan, and Personal Loan",8,5.0,5,5.0,Good,382.17,40.81,18 Years and 11 Months,NM,274.99,119.84,High_spent_Large_value_payments,925.53,Good
CUS_0x4b78,July,"""Rosalba OBrien""c",-500,Lawyer,131080.8,5,2,"Payday Loan, and Debt Consolidation Loan",3,18.0,6,2551.0,Standard,161.29,33.35,23 Years and 2 Months,No,136.05,390.04,High_spent_Medium_value_payments,825.46,Good
CUS_0x4b78,August,"""Rosalba OBrien""c",-500,Lawyer,131080.8,5,2,"Payday Loan, and Debt Consolidation Loan",4,18.0,7,4.0,Standard,161.29,25.07,23 Years and 3 Months,No,136.05,819.79,Low_spent_Small_value_payments,435.71,Good
CUS_0x62cf,July,Tomd,44,,19399.32,10,7,"Debt Consolidation Loan, Personal Loan, Personal Loan, Payday Loan, Student Loan, Personal Loan, and Debt Consolidation Loan",36,18.0,6,13.0,Bad,2443.94,25.01,11 Years and 8 Months,Yes,98.05,61.58,Low_spent_Large_value_payments,278.43,Poor
CUS_0x1026,July,Josephv,52,Manager,170614.28,2,2,"Payday Loan, and Auto Loan",0,2.0,0,3.0,Good,849.69,30.28,20 Years and 7 Months,No,208.91,427.08,Low_spent_Medium_value_payments,1090.4,Standard
CUS_0x1026,August,Josephv,52,Manager,170614.28,2,2,"Payday Loan, and Auto Loan",0,5.0,0,3.0,Good,849.69,31.76,20 Years and 8 Months,No,208.91,184.28,High_spent_Medium_value_payments,1303.2,Standard
